datetime,Uwind_meterPerSecond,Vwind_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Relative_Humidity_percent,Cloud_Cover_decimalFraction,Precipitation_meterPerSecond,Shortwave_Radiation_Downwelling_wattPerMeterSquared
2017-07-30 03:00:00,-0.13,0.54,100490,10.17,100,1,0,1.345
2017-07-30 04:00:00,0.01,0.49,100510,8.82,100,1,0,7.512
2017-07-30 05:00:00,-0.14,0.48,100510,9.87,100,1,0,30.655
2017-07-30 06:00:00,-0.02,0.31,100520,10.83,100,1,0,50.901
2017-07-30 07:00:00,0.33,-0.15,100510,11.03,100,0.958,0,59.106
2017-07-30 08:00:00,0.17,0.06,100520,11.59,99.9,0.917,0,118.81
2017-07-30 09:00:00,-0.78,1.17,100500,12.2,94.9,0.875,0,202.808
2017-07-30 10:00:00,-1.11,0.53,100440,12.64,90.9,0.833,0,196.883
2017-07-30 11:00:00,-1.14,0.5,100380,13.68,87.1,0.792,0,430.184
2017-07-30 12:00:00,-1.33,1.88,100350,14.13,84.7,0.75,0,264.695
2017-07-30 13:00:00,-1.93,2.1,100300,14.17,83,0.833,0,205.05
2017-07-30 14:00:00,-0.86,1.57,100280,13.87,87.7,0.917,8.3334e-08,63.385
2017-07-30 15:00:00,-1.24,1.41,100300,13.57,91.4,1,0,118.538
2017-07-30 16:00:00,-1.73,2.64,100280,14.05,82.7,1,2.7778e-08,119.854
2017-07-30 17:00:00,-1.14,2.24,100280,13.28,86,1,2.7778e-08,63.195
2017-07-30 18:00:00,-0.12,1.01,100260,12.05,95,1,3.88892e-07,37.637
2017-07-30 19:00:00,0.17,-0.22,100240,11.38,99.8,0.969,5.5556e-07,5.429
2017-07-30 20:00:00,0.19,-0.41,100240,11.02,100,0.938,1.3889e-07,1.707
2017-07-30 21:00:00,0.1,-0.45,100170,10.99,100,0.906,1.25001e-06,0.343
2017-07-30 22:00:00,0.17,-0.14,100140,11.1,100,0.875,2.22224e-07,0.255
2017-07-30 23:00:00,-0.53,1.05,100090,11.91,100,0.844,5.5556e-08,0.255
2017-07-31 00:00:00,-0.96,0.84,100050,12.14,100,0.812,2.7778e-08,0.255
2017-07-31 01:00:00,-1.67,0.99,100010,12.3,100,0.781,0,0.255
2017-07-31 02:00:00,-2.3,2.13,100020,12.29,99.8,0.75,0,0.256
2017-07-31 03:00:00,-2.22,1.56,100040,12,99.2,0.719,0,0.813
2017-07-31 04:00:00,-0.95,1.44,100060,11.53,97.6,0.688,0,7.79
2017-07-31 05:00:00,0.1,0.67,100120,11.23,98.8,0.656,0,66.356
2017-07-31 06:00:00,-2.15,2.29,100200,11.34,98.5,0.625,0,130.492
2017-07-31 07:00:00,-1.42,1.38,100260,11.68,95.9,0.625,0,186.943
2017-07-31 08:00:00,-1.86,-0.04,100290,12.95,89,0.625,0,287.925
2017-07-31 09:00:00,-2.41,-0.25,100310,13.79,81.5,0.625,0,376.393
2017-07-31 10:00:00,-2.92,0.65,100350,14.12,76.47,0.625,0,340.049
2017-07-31 11:00:00,-3.13,1.46,100340,14.77,72.61,0.625,0,317.577
2017-07-31 12:00:00,-3.04,0.16,100360,15.62,64.76,0.625,0,310.697
2017-07-31 13:00:00,-2.81,-0.03,100370,16.13,62.79,0.708,0,358.502
2017-07-31 14:00:00,-2.56,-0.44,100380,16.8,57.48,0.792,0,337.562
2017-07-31 15:00:00,-2.93,-0.12,100430,16.09,63.71,0.875,0,331.048
2017-07-31 16:00:00,-1.98,-0.28,100430,14.45,73.56,0.875,3.33336e-07,68.55
2017-07-31 17:00:00,-0.44,0.83,100500,11.5,95.7,0.875,5.83338e-07,94.232
2017-07-31 18:00:00,0.34,0.33,100570,12.29,95.2,0.875,0,103.039
2017-07-31 19:00:00,-0.96,1.33,100660,12.14,92.8,0.833,0,38.173
2017-07-31 20:00:00,-2.46,0.65,100700,12.65,87.1,0.792,0,11.969
2017-07-31 21:00:00,-1.03,0.76,100760,12.01,92.2,0.75,0,0.705
2017-07-31 22:00:00,-1.58,0.22,100800,12.01,87.2,0.708,0,0.256
2017-07-31 23:00:00,-2.15,0.55,100850,11.8,85,0.667,0,0.256
2017-08-01 00:00:00,-1.56,1.19,100860,11.02,95.1,0.625,0,0.256
2017-08-01 01:00:00,-0.83,0.89,100910,10.62,97.3,0.583,0,0.255
2017-08-01 02:00:00,-0.35,1.06,100910,9.19,99.4,0.542,0,0.256
2017-08-01 03:00:00,-0.11,0.81,100980,8.06,100,0.5,0,1.158
2017-08-01 04:00:00,-0.32,0.92,101040,7.5,100,0.458,0,9.281
2017-08-01 05:00:00,0.12,0.5,101050,8.02,100,0.417,0,24.116
2017-08-01 06:00:00,0.69,0.09,101070,10.07,94.1,0.375,2.7778e-08,102.775
2017-08-01 07:00:00,-1.11,0.9,101050,12.34,81.3,0.417,0,378.816
2017-08-01 08:00:00,-2.74,0.73,101040,13.1,76.52,0.458,0,467.56
2017-08-01 09:00:00,-2.89,1.53,101040,13.51,74.72,0.5,0,313.175
2017-08-01 10:00:00,-2.42,0.73,101080,14.08,71.39,0.542,0,204.148
2017-08-01 11:00:00,-1.88,0.55,101100,14.6,68.1,0.583,0,278.93
2017-08-01 12:00:00,-0.75,0.94,101090,15.74,61.7,0.625,0,455.489
2017-08-01 13:00:00,-1.47,0.95,101020,16.21,56.53,0.583,0,418.554
2017-08-01 14:00:00,-2.26,0.29,100960,17.05,53.6,0.542,0,412.075
2017-08-01 15:00:00,-3.71,2.21,100920,16.46,61.05,0.5,0,251.271
2017-08-01 16:00:00,-3.37,2.94,101060,15.81,70.02,0.542,0,237.129
2017-08-01 17:00:00,-3.64,3.35,100980,14.73,78.87,0.583,2.7778e-08,135.195
2017-08-01 18:00:00,-2.94,3.22,101010,14.26,83.7,0.625,0,72.201
2017-08-01 19:00:00,-2.65,1.94,101050,13.99,84.6,0.635,0,26.191
2017-08-01 20:00:00,-0.3,0.95,101110,13.38,85.3,0.646,0,4.697
2017-08-01 21:00:00,-0.76,1.07,101130,12.8,87.6,0.656,0,0.445
2017-08-01 22:00:00,0.07,0.62,101100,11.62,92.9,0.667,0,0.256
2017-08-01 23:00:00,-0.22,0.94,101050,11.11,95.1,0.677,0,0.255
2017-08-02 00:00:00,-0.45,1.2,101000,11.34,92.9,0.688,0,0.255
2017-08-02 01:00:00,0.11,0.6,100980,10.93,94.4,0.698,0,0.255
2017-08-02 02:00:00,-0.65,0.67,100960,10.87,95.2,0.708,0,0.255
2017-08-02 03:00:00,0.07,0.31,100950,9.82,98.8,0.719,0,0.794
2017-08-02 04:00:00,-0.32,0.39,100940,9.9,99,0.729,0,15.667
2017-08-02 05:00:00,0.04,0.14,100910,10.04,98.5,0.74,0,47.523
2017-08-02 06:00:00,-0.67,0.5,100930,10.97,94.7,0.75,0,121.009
2017-08-02 07:00:00,-0.52,0.4,100910,11.88,89.4,0.729,0,231.464
2017-08-02 08:00:00,-1.65,1.36,100880,12.04,89.3,0.708,0,204.45
2017-08-02 09:00:00,-1.68,1.04,100900,12.32,88.2,0.688,0,234.473
2017-08-02 10:00:00,-1.71,-0.15,100850,13.2,81.5,0.667,6.66672e-07,316.904
2017-08-02 11:00:00,0.54,0.14,100780,11.66,89.2,0.646,3.61114e-07,609.192
2017-08-02 12:00:00,-0.75,-0.66,100690,14.81,65.4,0.625,0,750.491
2017-08-02 13:00:00,-1.39,-0.63,100650,15.71,57.17,0.625,0,490.819
2017-08-02 14:00:00,-1.16,-0.56,100620,16.24,56.05,0.625,0,446.473
2017-08-02 15:00:00,-2,-0.28,100630,15.9,57.07,0.625,2.7778e-08,242.14
2017-08-02 16:00:00,-0.09,-0.76,100680,16.77,54.68,0.542,0,296.562
2017-08-02 17:00:00,-0.06,-0.49,100710,16.18,57.62,0.458,0,132.43
2017-08-02 18:00:00,0.8,-0.23,100730,16.61,52.16,0.375,2.7778e-08,210.448
2017-08-02 19:00:00,0.34,-0.45,100820,14.69,59.28,0.385,0,36.468
2017-08-02 20:00:00,0.28,-0.08,100920,13.04,67.16,0.396,0,8.909
2017-08-02 21:00:00,0.24,0.01,101000,11.3,73.49,0.406,0,0.889
2017-08-02 22:00:00,-0.1,0.42,101060,8.73,88.4,0.417,0,0.257
2017-08-02 23:00:00,-0.13,0.62,101100,7.49,93.5,0.427,0,0.255
2017-08-03 00:00:00,-0.1,0.55,101110,6.57,97,0.438,0,0.255
2017-08-03 01:00:00,-0.18,0.72,101150,6.08,98.5,0.448,0,0.255
2017-08-03 02:00:00,-0.22,0.97,101150,5.69,99.5,0.458,0,0.255
2017-08-03 03:00:00,-0.23,0.96,101160,5.33,100,0.469,0,1.155
2017-08-03 04:00:00,-0.2,0.83,101170,5.28,100,0.479,0,15.786
2017-08-03 05:00:00,-0.1,0.66,101130,6.15,98.7,0.49,0,51.994
2017-08-03 06:00:00,-0.09,0.49,101080,8.63,89.7,0.5,0,119.281
2017-08-03 07:00:00,0.3,0.18,101020,12,74.51,0.562,0,310.288
2017-08-03 08:00:00,-1.32,1.33,100950,12.3,71.09,0.625,0,327.726
2017-08-03 09:00:00,-1.45,1.8,100770,13.64,64.94,0.688,0,617.23
2017-08-03 10:00:00,-2.54,2.13,100720,13.98,63.99,0.75,0,466.816
2017-08-03 11:00:00,-1.69,2.84,100580,14.4,62.24,0.812,0,410.731
2017-08-03 12:00:00,-2.37,2.52,100480,14.92,61.6,0.875,0,409.208
2017-08-03 13:00:00,-2.14,2.33,100420,14.73,62.05,0.917,0,170.245
2017-08-03 14:00:00,-1.53,2.33,100370,14.59,67.44,0.958,0,100.625
2017-08-03 15:00:00,-0.42,1.55,100330,12.76,86.7,1,1.11112e-07,80.094
2017-08-03 16:00:00,0.05,-0.09,100300,12.42,95.5,1,1.3889e-07,43.652
2017-08-03 17:00:00,0,0,100200,11.76,99.5,1,6.11116e-07,27.758
2017-08-03 18:00:00,-0.7,1.19,100110,11.59,98.9,1,5.27782e-07,20.137
2017-08-03 19:00:00,-0.26,1.21,100070,11.08,98,1,1.94446e-07,12.222
2017-08-03 20:00:00,-0.02,0.58,1e+05,10.64,98.4,1,1.11112e-07,1.5
2017-08-03 21:00:00,0.13,0.47,99930,10.67,99,1,4.1667e-07,0.325
2017-08-03 22:00:00,-0.01,0.62,99860,10.61,99.4,1,8.88896e-07,0.255
2017-08-03 23:00:00,0.1,0.77,99810,10.72,99,1,4.72226e-07,0.255
2017-08-04 00:00:00,0.4,0.17,99760,10.76,99.3,1,6.38894e-07,0.255
2017-08-04 01:00:00,0.44,0.15,99700,10.8,99.8,1,4.72226e-07,0.255
2017-08-04 02:00:00,0.47,-0.06,99640,10.41,100,1,5.5556e-08,0.255
2017-08-04 03:00:00,0.09,0.08,99610,10.33,100,1,2.7778e-08,0.427
2017-08-04 04:00:00,0.1,0.05,99580,10.45,100,1,0,7.84
2017-08-04 05:00:00,0.09,-0.06,99570,10.65,100,1,0,33.85
2017-08-04 06:00:00,0.17,-0.24,99540,10.97,100,1,0,102.804
2017-08-04 07:00:00,0.36,-0.08,99510,11.27,99.8,0.958,0,129.75
2017-08-04 08:00:00,-0.09,-0.47,99490,11.8,98.3,0.917,0,207.56
2017-08-04 09:00:00,0.35,-0.24,99450,12.16,97,0.875,5.5556e-08,241.633
2017-08-04 10:00:00,-0.08,-0.65,99380,12.94,93.6,0.833,2.7778e-08,564.037
2017-08-04 11:00:00,-0.14,-0.74,99320,13.95,87.8,0.792,0,437.066
2017-08-04 12:00:00,-1.82,1.14,99340,13.85,88.9,0.75,1.11112e-07,229.099
2017-08-04 13:00:00,-1.58,1.01,99420,13.13,97.5,0.833,1.472234e-06,127.027
2017-08-04 14:00:00,-0.34,0.91,99470,13.72,94,0.917,0,290.395
2017-08-04 15:00:00,-0.4,0.6,99470,14.47,87.5,1,0,307.547
2017-08-04 16:00:00,0.27,0.31,99440,14.09,94.8,0.917,0,113.349
2017-08-04 17:00:00,-0.77,0.52,99410,14.47,89,0.833,0,237.959
2017-08-04 18:00:00,-1.15,0.65,99470,14.28,87.7,0.75,0,191.397
2017-08-04 19:00:00,0.46,-0.05,99560,14.25,86,0.771,0,59.992
2017-08-04 20:00:00,-1.05,0.87,99620,12.78,95,0.792,0,9.3
2017-08-04 21:00:00,-0.05,0.7,99670,10.97,99.3,0.812,0,0.532
2017-08-04 22:00:00,-0.08,0.56,99710,9.54,100,0.833,0,0.256
2017-08-04 23:00:00,-0.11,0.62,99740,9.58,100,0.854,0,0.255
2017-08-05 00:00:00,0.02,0.1,99780,10.44,100,0.875,0,0.255
2017-08-05 01:00:00,0.02,0.25,99810,10.71,100,0.896,1.94446e-07,0.255
2017-08-05 02:00:00,-0.02,0.38,99840,10.36,100,0.917,0,0.255
2017-08-05 03:00:00,-0.17,0.74,99880,10.28,100,0.938,0,0.47
2017-08-05 04:00:00,-0.13,0.48,99920,10.18,100,0.958,2.22224e-07,7.659
2017-08-05 05:00:00,-0.07,0.57,99970,10.86,100,0.979,2.7778e-08,56.8
2017-08-05 06:00:00,-0.16,0.49,1e+05,11.58,98.3,1,0,106.197
2017-08-05 07:00:00,-0.62,-0.24,100020,12.41,94.5,1,0,184.753
2017-08-05 08:00:00,0.02,-0.52,100050,13.07,93.7,1,0,166.01
2017-08-05 09:00:00,0.34,-0.15,100050,13.39,94.2,1,0,197.676
2017-08-05 10:00:00,0.57,-0.57,100040,13.43,93.6,1,7.50006e-07,127.638
2017-08-05 11:00:00,0.37,-0.1,100020,12.53,99.7,1,1.916682e-06,117.371
2017-08-05 12:00:00,0.67,-0.15,100110,12.93,99.8,1,2.277796e-06,208.66
2017-08-05 13:00:00,-0.09,0.98,100140,13.25,94.7,0.917,2.22224e-07,321.317
2017-08-05 14:00:00,-0.42,0.44,100140,13,94.8,0.833,2.91669e-06,118.88
2017-08-05 15:00:00,0.16,0.3,100110,12.02,99.5,0.75,6.9445e-07,139.356
2017-08-05 16:00:00,-0.63,0.46,100130,13.23,91.8,0.75,0,237.86
2017-08-05 17:00:00,-0.63,0.21,100110,13.96,90.6,0.75,0,181.486
2017-08-05 18:00:00,0.23,-0.32,100150,13.47,96.1,0.75,0,68.231
2017-08-05 19:00:00,0.1,-0.06,100220,12.96,99.9,0.771,0,36.659
2017-08-05 20:00:00,0.04,0.08,100270,12.36,100,0.792,0,5.665
2017-08-05 21:00:00,-0.05,0.31,100290,11.79,100,0.812,0,0.426
2017-08-05 22:00:00,-0.09,0.62,100310,11.37,100,0.833,0,0.261
2017-08-05 23:00:00,-0.06,0.51,100310,11.18,100,0.854,0,0.262
2017-08-06 00:00:00,0,0.22,100330,10.94,100,0.875,2.7778e-08,0.261
2017-08-06 01:00:00,-0.05,0.38,100360,10.62,100,0.896,0,0.259
2017-08-06 02:00:00,0,0.11,100370,10.67,100,0.917,0,0.257
2017-08-06 03:00:00,-0.01,0.24,100390,10.76,100,0.938,0,0.367
2017-08-06 04:00:00,-0.04,0.11,100390,10.95,100,0.958,1.94446e-07,1.525
2017-08-06 05:00:00,0.26,-0.19,100430,10.64,100,0.979,4.72226e-07,5.888
2017-08-06 06:00:00,0.23,-0.19,100490,10.38,100,1,7.50006e-07,14.7
2017-08-06 07:00:00,0.35,-0.05,100550,10.15,100,1,1.361122e-06,18.707
2017-08-06 08:00:00,0.31,-0.25,100610,9.99,100,1,9.16674e-07,51.115
2017-08-06 09:00:00,0.36,-0.1,100660,10.43,100,1,1.66668e-07,125.355
2017-08-06 10:00:00,0.31,-0.05,100700,11.06,99.5,1,2.50002e-07,129.935
2017-08-06 11:00:00,0.46,-0.46,100700,10.97,99.6,1,3.88892e-07,125.922
2017-08-06 12:00:00,0.48,-0.22,100700,11.4,99.3,1,2.7778e-07,255.771
2017-08-06 13:00:00,0.45,-0.31,100690,12.3,98,1,3.88892e-07,333.312
2017-08-06 14:00:00,0.64,-0.24,100700,13.07,95,1,1.3889e-07,423.016
2017-08-06 15:00:00,0.68,-0.32,100710,15.26,84.2,1,0,584.096
2017-08-06 16:00:00,0.55,-0.22,100750,15.44,79.27,0.875,0,260.772
2017-08-06 17:00:00,0.46,-0.47,100790,15.8,74.42,0.75,0,258.521
2017-08-06 18:00:00,0.52,-0.16,100850,14.34,80.1,0.625,0,80.876
2017-08-06 19:00:00,0.58,-0.06,100950,13.84,78.01,0.635,0,44.804
2017-08-06 20:00:00,0.7,-0.01,101010,12.65,77.31,0.646,0,8.22
2017-08-06 21:00:00,0.53,0.19,101040,11.1,83,0.656,0,0.459
2017-08-06 22:00:00,0.52,-0.03,101090,10.97,81.9,0.667,0,0.257
2017-08-06 23:00:00,0.29,0.05,101130,11.19,80.7,0.677,0,0.257
2017-08-07 00:00:00,0.49,-0.01,101160,11.08,79.85,0.688,0,0.256
2017-08-07 01:00:00,0.55,-0.08,101210,10.96,79.48,0.698,0,0.256
2017-08-07 02:00:00,0.67,-0.05,101250,10.51,80.7,0.708,0,0.255
2017-08-07 03:00:00,0.57,-0.01,101290,10.02,81.6,0.719,0,0.532
2017-08-07 04:00:00,0.58,-0.08,101310,9.93,81.5,0.729,0,6.026
2017-08-07 05:00:00,0.33,0.04,101320,9.82,81.7,0.74,0,39.713
2017-08-07 06:00:00,0.27,-0.11,101300,10.83,77.76,0.75,0,123.022
2017-08-07 07:00:00,-0.05,-0.77,101230,12.52,69.12,0.792,0,351
2017-08-07 08:00:00,-0.54,-0.7,101200,13.46,65.14,0.833,0,480.602
2017-08-07 09:00:00,0.64,-0.59,101150,14.37,62.3,0.875,0,484.504
2017-08-07 10:00:00,-2.9,2.06,101100,14.57,62.92,0.917,0,645.202
2017-08-07 11:00:00,-2.78,2.3,101060,14.72,64.59,0.958,0,602.537
2017-08-07 12:00:00,-3.35,2.44,101060,14.89,66.12,1,0,389.771
2017-08-07 13:00:00,-3.58,1.05,101120,14.4,61.68,1,0,222.913
2017-08-07 14:00:00,-2.87,1.73,101300,11.7,75.72,1,8.3334e-08,88.833
2017-08-07 15:00:00,-1.48,1.89,101250,9.92,92.6,1,5.5556e-08,149.983
2017-08-07 16:00:00,-0.9,1.47,101210,9.69,95.5,0.958,1.94446e-07,76.079
2017-08-07 17:00:00,0.65,0.81,101220,9.51,99.4,0.917,2.22224e-07,54.37
2017-08-07 18:00:00,0.25,-0.23,101200,9.7,100,0.875,1.94446e-07,35.025
2017-08-07 19:00:00,0.18,-0.2,101210,9.91,100,0.875,0,15.385
2017-08-07 20:00:00,0.17,-0.13,101280,9.94,100,0.875,0,4.939
2017-08-07 21:00:00,-0.31,0.88,101340,9.67,100,0.875,0,0.425
2017-08-07 22:00:00,-0.11,0.34,101370,8.64,100,0.875,0,0.256
2017-08-07 23:00:00,0.03,0.34,101380,8.5,100,0.875,0,0.255
2017-08-08 00:00:00,0.01,0.17,101420,8.75,100,0.875,0,0.255
2017-08-08 01:00:00,0.02,0.4,101440,8.38,100,0.875,0,0.255
2017-08-08 02:00:00,0.09,0.35,101470,8.59,100,0.875,0,0.256
2017-08-08 03:00:00,0.18,-0.08,101500,8.94,100,0.875,0,0.485
2017-08-08 04:00:00,-0.44,-0.26,101530,8.87,100,0.875,0,4.986
2017-08-08 05:00:00,-0.16,-0.31,101550,8.72,100,0.875,0,35.81
2017-08-08 06:00:00,0.17,-0.2,101580,8.87,99.7,0.875,0,105.217
2017-08-08 07:00:00,-0.99,1.17,101600,9.33,97.6,0.833,2.7778e-08,303.3
2017-08-08 08:00:00,-0.85,1.04,101570,10.6,90.6,0.792,0,427.807
2017-08-08 09:00:00,-1.14,1.39,101600,11.92,85.6,0.75,0,544.919
2017-08-08 10:00:00,-0.37,1.46,101620,13.01,83.4,0.708,0,700.746
2017-08-08 11:00:00,-1.37,0.73,101640,13.53,76.74,0.667,2.7778e-08,367.744
2017-08-08 12:00:00,-2.35,1.37,101650,14.56,66.49,0.625,0,747.936
2017-08-08 13:00:00,-2.67,1.59,101610,15.01,63.4,0.625,0,658.561
2017-08-08 14:00:00,-2.45,1.19,101620,15.55,61.95,0.625,0,358.317
2017-08-08 15:00:00,-2.29,1.3,101640,15.91,61.58,0.625,0,529.472
2017-08-08 16:00:00,-2.05,0.99,101630,16,60.89,0.583,0,288.751
2017-08-08 17:00:00,-1.72,1.57,101630,16.28,58.38,0.542,0,262.529
2017-08-08 18:00:00,-1.78,1.48,101700,15.89,62.2,0.5,2.7778e-08,118.091
2017-08-08 19:00:00,-1.09,0.74,101770,14.71,71.85,0.542,0,33.905
2017-08-08 20:00:00,-1.03,0.81,101840,12.6,86.2,0.583,0,19.801
2017-08-08 21:00:00,-0.21,0.7,101880,11.51,91.3,0.625,0,0.403
2017-08-08 22:00:00,-0.09,0.47,101930,11.22,93.7,0.667,0,0.256
2017-08-08 23:00:00,-0.19,0.66,101940,11.49,95.3,0.708,0,0.255
2017-08-09 00:00:00,-0.21,0.85,101920,11.36,97.2,0.75,0,0.255
2017-08-09 01:00:00,-0.05,0.35,101920,11.28,98.7,0.792,0,0.256
2017-08-09 02:00:00,-0.12,0.41,101890,11.14,99.1,0.833,0,0.255
2017-08-09 03:00:00,-0.85,1.41,101880,11.52,96.8,0.875,5.00004e-07,0.28
2017-08-09 04:00:00,0.85,0.35,101900,10.68,100,0.917,4.72226e-07,0.978
2017-08-09 05:00:00,0.15,0.2,101810,10.49,100,0.958,0,10.255
2017-08-09 06:00:00,-0.16,0.83,101770,10.74,99.6,1,0,29.177
2017-08-09 07:00:00,0.73,0.04,101800,11.06,98.6,1,2.7778e-07,51.824
2017-08-09 08:00:00,0.66,0.38,101760,11.29,98.7,1,4.1667e-07,57.872
2017-08-09 09:00:00,0.6,-0.17,101680,11.98,97.4,1,0,212.969
2017-08-09 10:00:00,0.45,0.39,101590,12.53,93.4,1,0,132.491
2017-08-09 11:00:00,0.79,0.74,101540,12.05,93.2,1,1.11112e-07,58.968
2017-08-09 12:00:00,0.68,0.43,101460,11.58,97.5,1,7.50006e-07,73.892
2017-08-09 13:00:00,0.54,0.51,101400,11.65,98.8,1,1.583346e-06,36.979
2017-08-09 14:00:00,0.26,1,101350,11.85,99.3,1,5.83338e-07,22.912
2017-08-09 15:00:00,0.27,0.61,101290,12.07,99.5,1,2.50002e-07,45.098
2017-08-09 16:00:00,0.03,0.3,101250,12.46,98.9,1,2.7778e-08,62.758
2017-08-09 17:00:00,-0.21,0.22,101210,12.68,98.8,1,3.05558e-07,59.037
2017-08-09 18:00:00,0.11,-0.17,101210,12.31,100,1,7.77784e-07,21.551
2017-08-09 19:00:00,-0.02,-0.04,101210,12.15,100,0.99,2.7778e-07,8.634
2017-08-09 20:00:00,0.1,0.01,101220,11.76,100,0.979,1.11112e-07,1.032
2017-08-09 21:00:00,-0.03,0.06,101210,11.65,100,0.969,0,0.303
2017-08-09 22:00:00,-0.01,0.3,101230,11.49,100,0.958,0,0.255
2017-08-09 23:00:00,-0.03,0.3,101220,11.46,100,0.948,0,0.255
2017-08-10 00:00:00,0.01,0.01,101240,11.36,100,0.938,0,0.255
2017-08-10 01:00:00,0.08,0.03,101240,11.18,100,0.927,0,0.255
2017-08-10 02:00:00,0.08,0.06,101220,11.02,100,0.917,0,0.255
2017-08-10 03:00:00,-0.03,0.32,101260,10.02,100,0.906,0,0.332
2017-08-10 04:00:00,0.01,0.12,101290,9.95,100,0.896,0,8.106
2017-08-10 05:00:00,0.12,0.11,101310,10.32,100,0.885,0,36.607
2017-08-10 06:00:00,0.21,0.27,101300,10.88,100,0.875,0,102.349
2017-08-10 07:00:00,0.36,-0.16,101340,12.67,94.5,0.812,0,349.008
2017-08-10 08:00:00,0.52,-0.45,101360,13.67,88.3,0.75,0,413.242
2017-08-10 09:00:00,0.72,-0.46,101350,15.39,77.65,0.688,0,574.624
2017-08-10 10:00:00,0.98,-0.55,101340,16.53,65.41,0.625,0,651.439
2017-08-10 11:00:00,0.35,-1.11,101360,17.37,57.24,0.562,0,690.534
2017-08-10 12:00:00,0.47,-1.02,101420,18.11,52.56,0.5,0,720.669
2017-08-10 13:00:00,0.79,-1.08,101420,18.36,49.9,0.458,0,705.307
2017-08-10 14:00:00,0.88,-0.81,101440,18.2,49.84,0.417,0,623.184
2017-08-10 15:00:00,0.81,-0.9,101460,18.37,51.36,0.375,0,529.072
2017-08-10 16:00:00,0.3,-1.07,101420,18.24,52.76,0.375,0,423.515
2017-08-10 17:00:00,0.1,-0.88,101430,17.54,55.98,0.375,2.7778e-08,217.643
2017-08-10 18:00:00,0.72,-0.12,101470,16.37,60.13,0.375,0,97.829
2017-08-10 19:00:00,0.3,-0.19,101490,15.06,68.02,0.396,0,31.128
2017-08-10 20:00:00,0.15,0.74,101490,13.01,78.49,0.417,0,4.566
2017-08-10 21:00:00,0.46,0.14,101500,12.53,77.75,0.438,0,0.318
2017-08-10 22:00:00,0.53,0.14,101540,13.15,72.47,0.458,0,0.255
2017-08-10 23:00:00,-0.2,0.87,101530,10.37,88.5,0.479,0,0.256
2017-08-11 00:00:00,-0.14,0.68,101550,8.88,93.3,0.5,0,0.255
2017-08-11 01:00:00,-0.1,0.83,101480,8.18,96.4,0.521,0,0.255
2017-08-11 02:00:00,-0.14,0.92,101440,7.92,97,0.542,0,0.255
2017-08-11 03:00:00,-0.16,0.89,101390,7.56,98.3,0.562,0,0.321
2017-08-11 04:00:00,0.14,0.84,101360,7.02,98.9,0.583,0,6.227
2017-08-11 05:00:00,-0.21,0.89,101320,7.8,95.9,0.604,0,24.705
2017-08-11 06:00:00,-0.04,0.55,101290,9.73,87.5,0.625,2.7778e-08,105.452
2017-08-11 07:00:00,-0.13,0.24,101200,13.73,69.06,0.583,0,318.42
2017-08-11 08:00:00,0.04,0.89,101140,14.94,64.05,0.542,0,480.203
2017-08-11 09:00:00,-2.11,1.59,101020,14.78,66.58,0.5,0,534.573
2017-08-11 10:00:00,-1.84,1.35,100960,15.66,64.31,0.458,0,592.751
2017-08-11 11:00:00,-2.29,0.95,100850,17.02,59.8,0.417,0,706.579
2017-08-11 12:00:00,-3.02,0.96,100740,17.82,57.76,0.375,0,662.323
2017-08-11 13:00:00,-3.8,3.18,100690,18.15,57.21,0.375,0,662.436
2017-08-11 14:00:00,-4.13,3.61,100640,18.75,58.14,0.375,0,531.15
2017-08-11 15:00:00,-4.15,1.62,100570,19.24,56.09,0.375,0,402.558
2017-08-11 16:00:00,-3.64,1.16,100550,19.29,55.84,0.5,0,392.775
2017-08-11 17:00:00,-3.66,3.2,100520,18.98,56.09,0.625,0,269.499
2017-08-11 18:00:00,-3.24,3.1,100480,17.97,59.7,0.75,2.7778e-08,75.194
2017-08-11 19:00:00,-3.09,1.44,100490,17.09,62.23,0.719,0,12.269
2017-08-11 20:00:00,-2.83,0.33,100520,16.15,62.42,0.688,0,1.159
2017-08-11 21:00:00,-2.54,1.07,100520,15.31,65.08,0.656,0,0.272
2017-08-11 22:00:00,-1.54,1.34,100480,14.53,68.23,0.625,0,0.256
2017-08-11 23:00:00,-0.16,0.79,100450,12.89,79.34,0.594,2.7778e-08,0.255
2017-08-12 00:00:00,-0.83,1.5,100430,11.86,87.5,0.562,0,0.255
2017-08-12 01:00:00,-1.29,2.03,100410,11.77,85.2,0.531,0,0.255
2017-08-12 02:00:00,-0.93,1.83,100420,11.5,87.5,0.5,0,0.255
2017-08-12 03:00:00,0.59,0.34,100380,10.96,89.8,0.469,0,0.31
2017-08-12 04:00:00,-0.76,0.62,100350,10.86,92.6,0.438,2.7778e-08,3.529
2017-08-12 05:00:00,-0.73,0.63,100320,10.84,92.7,0.406,0,27.079
2017-08-12 06:00:00,-0.27,0.58,100320,11.64,89.1,0.375,2.7778e-08,124.897
2017-08-12 07:00:00,-1.45,1.23,100270,12.53,85.9,0.396,0,304.957
2017-08-12 08:00:00,-1.44,1.68,100270,13.43,83.3,0.417,0,437.857
